Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Africa Eastern and Southern,AFE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,18478095142.1781,19366314294.0882,20506467177.8699,22242734491.041,24294329779.9037,26619560806.5041,28732792825.1557,31592963095.0751,34216506003.7724,38498685902.3199,41938907715.5921,45920167032.339,49440744172.3381,64933825429.4262,79888146173.0089,84955085378.7871,85050300129.2175,94566922081.6133,105623414443.521,125656371097.882,166475050971.984,173673510912.351,164114068718.601,175108664048.273,162752141155.352,135795509169.566,153368683414.31,186594742538.673,205635932770.809,218577418670.295,254673510115.591,275622021261.09,240210577721.912,238353057845.691,241158029890.41,270813961389.262,268992901985.369,284065411886.655,267286689939.3,263674195227.713,285403765401.254,260218617002.669,267142068310.105,354907412306.554,441359590323.394,514927086452.789,578633287253.354,664099392606.403,711800460143.432,723512528253.909,867040920627.224,971667511047.106,979996860991.406,986342932619.106,1006992481353.94,932513471557.123,890051427265.996,1028394291260.59,1012521425296.35,1006191000190.48,928880235176.594,1086530704900.5,1185137703650.99,..
Africa Eastern and Southern,AFE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.5983935742148,15.2240989352891,11.2164713172617,14.2380554942682,12.52689251464,15.0698498241015,15.0665115372509,14.4615910742107,12.1399176954734,11.5675243834069,10.9838625715774,13.0065664218827,13.8919716455565,12.5634432211069,12.5222539355744,12.5582020707012,12.4579139789566,17.6781002638523,16.1676123963339,13.1356607683724,14.8528149833969,12.2885912601426,9.70658632526504,10.2495987403067,7.4952560069557,7.81986477630863,8.60148514851491,5.84035398311554,8.76375366426173,7.44970014007366,5.02342068616285,8.55803802239778,8.89816380214036,8.45077480634999,12.5666446595158,8.95421802392948,5.53753791645677,8.97120640995787,9.15870715471663,5.75098133352471,5.37028961008587,5.24587835022461,6.57139642173964,6.39934341569383,4.72081138877301,4.65366473106483,7.32110643415521,6.82472709282067,10.7737512242898,..
Africa Eastern and Southern,AFE,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,448.240478625778,450.437827971961,446.952226876727,450.361219063484,443.943395206956,447.694154296284,449.731975033038,443.320108345201,439.444057819422,438.163719194576,434.884911466743,429.055714395339,435.752752246155,419.096539310986,419.343960952358,417.873255259753,415.266712341312,413.492423116325,415.971842346996,407.39410603382,402.529236055026,398.205384675205,398.712051099307,420.102138050008,431.173837974818,428.1012925211,424.442755799645,430.823685487456,444.681632239831,425.10871608735,432.09811522325,434.186117439907,445.721866853043,448.539971217562,432.050197141033,435.500036027089,444.749022039596,445.058348506256,468.709993782091,457.20471763184,439.202798386062,440.239968675587,439.357767543816,434.614584541472,430.109770301598,422.94500869181,411.222913391041,402.913180216015,395.414062413378,384.791112857646,373.667083881814,362.455589759334,352.27225616659,344.462258685983,336.276203328975,329.494915481097,322.218242208219,314.493881956363,309.165595497689,302.772369828326,311.485253619856,332.823488880823,..,..
Africa Eastern and Southern,AFE,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,384.245064419231,379.762566128084,376.873909323056,374.196781742882,366.660741038761,367.763972383567,372.02864801496,365.147960764994,361.484692858508,358.338325686716,355.065247858473,346.335139555734,353.192055793685,343.332254840419,342.6365546514,343.078565672363,336.256642798221,331.831847781238,328.709174344112,323.957733112516,319.823722199505,312.840844847227,311.888492999965,328.319505775627,330.22842530142,329.506670729923,325.791469799264,327.296669695525,335.129673668475,327.431418817391,330.887115629933,336.929987041518,346.435137209884,348.338307648625,347.75969201855,348.872710353262,358.78489112519,363.841341398287,376.083115314518,371.351433602864,373.855468210979,379.648192236682,380.09178685335,380.386868270762,376.775893197634,369.208920135261,357.33746476872,346.664726332897,335.168733146782,320.309660583677,306.346479803799,290.940921017874,278.059818526015,266.063217722693,255.151417027456,247.334447902809,237.977888721168,231.688216365943,224.119315695325,218.643250752408,224.232000876936,237.602676210657,..,..
Africa Eastern and Southern,AFE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.9420547108362,10.5665419853601,10.4250210555577,10.2803048430119,10.0523879207168,9.90024724346785,9.72966385129423,9.68630470502895,9.91059123741878,9.86397781469265,9.47222741961946,9.0633187922973,8.85654033794114,8.74502580559535,8.56528696773588,8.489757905799,8.32865798068702,8.23294325736132,8.11803155507571,8.02490636387147,..,..,..,..
Africa Eastern and Southern,AFE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102.392597865215,101.310751647491,100.298146706408,99.2375812589393,99.4204889434008,96.5279817016521,94.9819285880864,93.2885833521348,91.0215245291686,88.5113984236657,85.8317260053599,82.806809221729,79.7072203737629,76.5476815440111,73.4165211312264,70.4479641100307,67.744195423772,65.0683585331247,62.4970098792431,60.1938706917887,58.0745440797396,56.0362046589754,54.1233174030825,52.4216312698536,50.8582978108916,49.4161644470988,48.0477645781883,46.6386273059222,45.2682840095409,44.0813495409081,43.0277779369743,42.0042107259112,..,..
Africa Eastern and Southern,AFE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,165.832561519295,164.161054739235,162.695216656375,161.379202446574,161.983963117422,156.580561402565,153.998650706914,151.260901621137,147.410842670347,142.992355070727,138.180234738639,132.744121726178,127.135609785381,121.43551493647,115.828866802817,110.471932277019,105.457181745716,100.411263900067,95.3811815990238,90.7111291854921,86.4163803141884,82.4915063909405,78.7877273029938,75.4426897327386,72.4923836880967,69.8691858575132,67.3639290496706,65.0910528384151,62.8571893618424,60.8559168091663,59.0873088673173,57.2847270993243,..,..
Africa Eastern and Southern,AFE,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.8297549630242,42.4113690560679,42.0003745337893,41.6017221913987,41.2516316717628,40.7085720917521,40.2880835884816,39.8967440749264,39.291052253688,38.6330999868164,37.9601637494138,37.160568482565,36.3835979901586,35.5361863680893,34.656877548392,33.8365654095307,33.0376461174564,32.2716635496204,31.4812178052392,30.8197722535952,30.1543631971504,29.4644187838301,28.7862930365553,28.1307423875659,27.5083932781221,26.9392074730253,26.4032313662393,25.815463081475,25.2704152491122,24.7590627470514,24.3172841944318,23.8201577306965,..,..
Africa Western and Central,AFW,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,10411646287.3058,11135924727.9409,11951712282.0428,12685805889.8937,13848998668.6184,14874755833.5382,15845575303.2224,14428492961.8549,14880501861.1181,16882284662.3657,23504960311.9234,20843326170.6302,25269456358.5288,31841146881.8575,44215328355.8688,51445309626.4799,62129985410.0664,65316034540.7121,71200526845.3747,88629333635.7157,112032331232.328,211005911802.917,187165406370.026,138116898441.305,114263904328.182,116508527443.662,107507001440.375,110281682790.499,108944735237.174,101770140749.657,121803568895.987,127939039832.689,122575953686.486,127980941949.696,133143476720.137,205687093879.591,261262106172.312,274376968923.496,294949797405.741,137292485423.693,140132777859.081,147524718751.249,176588559103.843,204455023741.489,253453654650.339,310070743908.926,396077046021.055,465627259599.126,567853448132.047,508492534468.294,598607469639.526,682176065823.115,737739503299.735,834097010134.991,894505003403.491,769263195356.949,692114931613.254,685630289666.515,768158194632.397,823405580187.913,786962436538.391,844927536437.833,875393693658.084,..
Africa Western and Central,AFW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.79921083308773,12.0597652081337,10.6719367588934,11.2499999999997,7.3549257759783,5.9509649994662,0.248788555354758,2.52365930599391,0.869287022608289,1.05736139457208,1.74188785932665,-0.0629990064786939,0.553455723541917,31.8410168416385,10.5632886691814,4.91423972637201,3.99714170439302,4.47112543851098,0.372266170311928,2.53077516737987,4.36152914007262,3.18869330220589,1.76090410099628,0.694336305945746,5.63163351357613,4.41589984169561,3.60736767984597,8.45297623326759,3.2824403758932,1.78484420477113,4.01869907534494,4.57837463515948,2.43920076104131,1.76843582146209,2.13081738058791,1.48741550755532,1.76463495159583,1.78404994832039,1.76011151192938,2.43760882182235,3.65353287214209,7.96757361617885,..
Africa Western and Central,AFW,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,492.571725645155,489.001202828852,470.802478083042,469.11290426744,467.829713907926,463.386158836018,462.677374839889,484.570383174242,473.39326092872,470.010478416692,448.992853930839,442.326183260151,434.203506380144,427.084400797968,420.807871249571,414.097588163022,406.20764123326,399.696244245989,396.474859106344,394.208687664613,393.006787348125,390.640776349274,389.961748626677,387.462393059401,386.968759829561,388.194519864966,389.198109194686,391.219186946176,386.015903996949,384.955032266361,391.91102131306,391.653838139655,393.284113570048,393.274144877746,398.81687963618,399.997838800407,401.176333758419,401.683532998771,398.48376953308,395.634216933314,389.595966413774,387.783966162596,386.518945121052,383.396003510559,380.093784143369,375.325045889788,370.226982476243,367.142673981811,362.601546666195,357.442635246772,353.499330499824,348.738626228748,345.971253251532,343.312222862021,341.807849872483,339.66465447445,333.254416661094,332.079861529272,329.087406392542,326.635575564567,337.587341383031,346.620096688814,..,..
Africa Western and Central,AFW,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,429.523640210379,426.334865908882,424.349362340705,421.439861965264,418.023332305547,415.872966770275,415.148912052512,416.955118832684,409.561973147235,408.448678693708,403.559213225924,400.023600052005,392.210535158613,387.285769994145,380.420976462178,372.165710112991,361.489677782545,352.139462066125,346.065574922875,343.84790329963,341.348733168399,341.218098336704,339.72007324931,337.621563506036,337.55185935147,337.207792511797,339.460251530624,335.690666924805,333.403746376542,331.891827799435,332.765080047504,335.759558122878,336.167071041693,336.63224380577,343.309512709045,344.240982102014,345.569258080745,346.880648810701,350.648696460491,347.991950123364,346.300398339523,346.588428606163,346.039492242036,342.45852186397,341.612499764607,337.946349162964,335.186127822024,332.181571480764,331.147098230876,325.175957971433,322.200543836735,316.794007357966,313.77869892198,310.044749729727,307.880157859877,305.302779315753,303.142399107644,298.748795130983,296.777139478773,292.122943019815,297.189740156099,305.218820611116,..,..
Africa Western and Central,AFW,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.80678834173705,6.72209327304428,6.61371181772648,6.60139334342872,6.56581367415406,6.57006100566588,6.57492314819224,6.56362860542113,6.44510675032091,6.44720890877215,6.42369837412853,6.39570404425883,6.30450654967517,6.20310645779003,6.00173784825857,5.77454435010856,5.68085690353222,5.56786090097817,5.4396673424688,5.42025499558433,..,..,..,..
Africa Western and Central,AFW,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113.56030633882,112.692942275096,111.972466289002,111.225102033267,110.340614688078,109.153886577117,107.741007688999,105.930418113991,103.887137756442,101.569023928574,99.1400441932479,96.5368665220675,93.939098788752,91.2773155570768,88.6262404660319,85.9724349396833,83.5620140213477,81.2513430202826,79.1677942423565,77.269249103378,75.4650333090984,73.9709254083678,72.4821603867633,71.1528457073569,69.9885500411556,68.7609670484987,67.5719814058478,66.3739731163693,64.9452545155498,63.5560114130944,62.1651774891825,60.749633218817,..,..
Africa Western and Central,AFW,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,197.863116848408,196.252780583923,194.790096139107,193.237227052167,191.381598817992,189.017342688311,186.251978524658,182.656794500028,178.628626755788,174.080193051913,169.207126206289,164.127400505313,158.835689865859,153.420606612919,148.124428789562,142.895673135497,138.014558662861,133.515350645495,129.379974797983,125.524282304507,122.054565158149,119.025138083374,116.249469226725,113.664250457502,111.432027289881,109.185388765793,106.891019087017,104.627006239061,102.014143939794,99.5519597978544,96.92830727855,94.3722350431445,..,..
Africa Western and Central,AFW,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.3246369289054,48.9373097271071,48.6740572011278,48.3911003845628,48.1107502137889,47.7302179556744,47.2250881387957,46.5972101887755,45.8615078136149,44.980946423727,43.9736698507047,42.9699636235497,41.9071652080042,40.8669145775766,39.9159863653442,39.004779815449,38.2239819690481,37.5203039567444,36.9000717652154,36.3618922402208,35.8422302415518,35.40192587108,35.0128713528099,34.6475085793543,34.3929165523457,34.0464918919157,33.7109250134195,33.3324407255514,32.9398386899817,32.4574709240648,32.0150328798638,31.4731639814066,..,..
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.4,..,..,18.5,..,..,..,..,..,..,..,..,..,..,23.7,23.4,23,21.8,22,..,..,..
Albania,ALB,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.5,..,..,..,..,..,21.3,..,..,20,..,..,16.9,..,..,..,18.3,..,24.9,19.7,21,20.2,18.6,15.8,16,..,..,..
Albania,ALB,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.9,..,..,..,..,..,52.1,..,..,40.4,..,..,33.4,..,..,..,36.7,..,38.7,25.4,25.5,25.5,18.2,14.9,13.7,..,..,..
Albania,ALB,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.9,..,..,..,..,..,11.4,..,..,7.3,..,..,3.9,..,..,..,4.8,..,9.7,3.5,4.7,3.6,2.7,1.2,1.5,..,..,..
Albania,ALB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,1.1,..,..,0.6,..,..,0.2,..,..,..,0.6,..,1,0.1,0.1,0.4,0,0,0,..,..,..
